City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
253,amursk,50.2299,136.9015,-16.17,85,92,1.55,RU,1707868443
254,juan de herrera,18.8744,-71.2388,22.09,85,38,1.61,DO,1707868443
255,yellowknife,62.4541,-114.3774,-13.9,85,75,2.06,CA,1707868444
256,saint-pierre,48.3833,7.4719,6.51,75,100,2.33,FR,1707868444
257,lexington,38.0464,-84.497,9.61,44,0,3.6,US,1707868438
258,ishikari,43.1717,141.316,3.65,100,20,0.51,JP,1707868445
259,banda aceh,5.5528,95.3193,25.42,83,56,5.71,ID,1707868445
260,aykol,38.1751,77.2132,-0.22,61,0,2.83,CN,1707868446
261,bonthe,7.5273,-12.502,26.6,87,42,2.55,SL,1707868446
262,bamboo flat,11.7126,92.7164,24.81,88,40,0.0,IN,1707868446
263,newnham,52.021,-0.1853,11.94,95,100,4.47,GB,1707868447
264,cabo san lucas,22.8939,-109.9201,21.9,53,100,4.12,MX,1707868420
265,richards bay,-28.7708,32.0578,20.45,85,2,3.27,ZA,1707868447
266,uturoa,-16.7437,-151.4594,24.62,88,98,12.9,PF,1707868448
267,international falls,48.601,-93.4106,-3.81,69,95,1.85,US,1707868448
268,imbituba,-28.2418,-48.6643,23.77,97,100,4.74,BR,1707868449
269,cheney,47.9074,3.9478,8.85,77,97,5.26,FR,1707868449
270,kavaratti,10.5672,72.6395,27.86,66,1,4.79,IN,1707868449
271,zhalantun,47.746,121.9705,-12.68,66,48,4.44,CN,1707868450
272,callao,-12.0523,-77.1391,27.12,65,0,6.17,PE,1707868450
273,muang khong,14.1188,105.8552,20.33,78,4,1.17,LA,1707868451
274,mount pearl,47.5189,-52.8145,-1.25,86,100,3.09,CA,1707868452
275,singaraja,-8.1134,115.0839,27.84,83,94,0.36,ID,1707868452
276,muromtsevo,56.3694,75.2372,-7.89,95,100,4.52,RU,1707868453
277,victorica,-36.2165,-65.437,19.07,35,0,5.88,AR,1707868453
278,ghat,24.9626,10.1797,16.16,45,0,4.06,LY,1707868454
279,nemuro,43.3301,145.5829,2.35,84,1,6.06,JP,1707868454
280,hasaki,35.753,140.8201,6.22,45,0,2.7,JP,1707868455
281,north battleford,52.7812,-108.2991,-5.84,68,0,9.26,CA,1707868200
282,yuzhno-kurilsk,44.0271,145.8614,-0.06,87,2,1.92,RU,1707868456
283,nizhnegorskiy,45.443,34.7384,8.99,81,100,2.0,UA,1707868456
284,kombissiri,12.0667,-1.3356,25.99,9,80,3.95,BF,1707868456
285,ancud,-41.8682,-73.8287,15.23,73,22,0.63,CL,1707868457
286,gaspe,48.6581,-65.7528,-13.98,92,82,2.33,CA,1707868457
287,kailua-kona,19.6419,-155.9969,26.98,74,20,5.14,US,1707868457
288,boguchany,58.3828,97.4616,-19.53,100,100,1.34,RU,1707868458
289,pico truncado,-46.7992,-67.9577,25.78,14,0,1.39,AR,1707868458
290,jeremie,18.6446,-74.1139,25.49,82,44,0.86,HT,1707868459
291,puerto cabezas,14.0294,-83.3831,29.0,70,20,3.09,NI,1707868459
292,la'ie,21.6438,-157.9244,26.7,71,4,1.79,US,1707868459
293,lyantonde,-0.4064,31.1536,20.16,75,69,2.0,UG,1707868460
294,laojunmiao,33.3841,114.8906,11.58,86,11,2.93,CN,1707868460
295,mariental,52.2777,10.9865,6.77,82,100,3.26,DE,1707868460
296,noormarkku,61.5927,21.8685,-6.12,86,100,6.17,FI,1707868461
297,nova vicosa,-17.8908,-39.3725,25.5,87,63,2.52,BR,1707868461
298,yeniseysk,58.4532,92.1748,-17.48,97,100,2.29,RU,1707868462
299,gebeit,21.0667,36.3167,17.79,37,0,0.59,SD,1707868462
300,dean funes,-30.425,-64.3527,16.91,54,35,5.35,AR,1707868462
301,basco,40.3278,-91.2001,11.25,63,58,3.28,US,1707868463
302,bullange,50.4076,6.2578,6.55,96,100,5.66,BE,1707868463
303,tyukhtet,56.5398,89.3115,-11.51,94,100,3.89,RU,1707868464
304,naze,5.452,7.0567,27.39,79,58,2.61,NG,1707868464
305,el granada,37.5029,-122.4695,16.14,74,0,5.14,US,1707868464
306,egilsstadir,65.262,-14.4035,-4.06,80,20,1.54,IS,1707868465
307,zouerate,22.7374,-12.4729,25.32,23,22,2.43,MR,1707868465
308,queenstown,-45.0322,168.661,19.52,52,26,3.57,NZ,1707868465
309,daru,-9.0699,143.21,28.16,82,92,4.11,PG,1707868466
310,katsuura,35.1522,140.3207,13.04,56,0,3.59,JP,1707868466
311,coachella,33.6795,-116.1763,22.2,22,0,3.09,US,1707868466
312,piraquara,-25.4423,-49.0604,23.24,60,75,1.54,BR,1707868467
313,pemangkat,1.1561,108.9713,24.38,92,84,1.82,ID,1707868467
314,bouna,9.273,-2.997,27.3,18,4,1.64,CI,1707868467
315,acarau,-2.887,-40.1195,26.42,85,100,4.1,BR,1707868468
316,bridgewater,41.9904,-70.975,1.18,85,100,2.06,US,1707868468
317,afaahiti,-17.739,-149.29,28.51,92,100,15.35,PF,1707868469
318,tralee,52.2693,-9.7054,9.39,97,92,2.85,IE,1707868469
319,muisne,0.6104,-80.0186,26.14,88,43,2.77,EC,1707868470
320,fortuna,40.5974,-124.156,13.6,76,100,0.0,US,1707868470
321,parauapebas,-6.0697,-49.8903,23.44,98,92,0.96,BR,1707868470
322,geraldton,-28.7704,114.6147,30.09,26,0,6.69,AU,1707868470
323,mysore,12.3052,76.6554,18.06,83,35,2.1,IN,1707868471
324,beipiao,41.7998,120.7635,-1.78,43,57,7.9,CN,1707868471
325,labytnangi,66.6615,66.3811,-28.99,96,45,2.79,RU,1707868471
326,saint-paul,44.9497,-93.0931,1.53,60,75,3.09,US,1707868472
327,pirallahi,40.4592,50.334,6.08,70,100,4.92,AZ,1707868472
328,rabat,34.0224,-6.8345,17.54,100,75,2.06,MA,1707868472
329,mallawi,27.7319,30.8411,14.05,47,46,2.6,EG,1707868473
330,wau,7.7001,27.9909,28.36,19,87,1.94,SS,1707868473
331,kill devil hills,36.0321,-75.6776,8.32,75,0,0.0,US,1707868473
332,brookings,44.3115,-96.7984,3.0,80,100,2.57,US,1707868474
333,winnemucca,40.9724,-117.7348,8.98,40,100,3.09,US,1707868474
334,timbuktu,16.7719,-3.0087,26.72,8,88,3.9,ML,1707868474
335,altay,47.8258,88.1292,-16.83,60,39,3.11,CN,1707868475
336,ouani,-12.134,44.4272,27.4,84,90,4.71,KM,1707868475
337,flying fish cove,-10.4213,105.6744,25.24,94,10,0.51,CX,1707868476
338,sidirokastro,41.2352,23.3895,10.18,78,72,2.64,GR,1707868476
339,ewo,-0.8741,14.8169,25.23,77,98,2.48,CG,1707868476
340,aasiaat,68.7096,-52.8513,-30.67,94,23,5.08,GL,1707868477
341,omdurman,15.6446,32.4777,24.02,13,8,4.59,SD,1707868477
342,klyuchi,56.3182,160.8422,-18.75,83,11,0.56,RU,1707868477
343,talara,-4.5797,-81.2718,29.42,65,40,6.17,PE,1707868478
344,tazacorte,28.6429,-17.9326,19.93,63,20,1.54,ES,1707868478
345,bryan,30.6744,-96.37,17.86,42,0,2.06,US,1707868183
346,puerto rosario,-24.4432,-57.1425,23.7,93,100,2.77,PY,1707868479
347,grootfontein,-19.5644,18.1041,20.51,64,18,1.54,NA,1707868479
348,remire-montjoly,4.905,-52.2772,28.0,83,75,2.57,GF,1707868479
349,krasnopavlivka,49.146,36.3275,5.39,87,100,4.25,UA,1707868479
350,vorgashor,67.5812,63.7837,-30.55,98,8,3.23,RU,1707868480
351,pacocha,-10.3294,-77.1926,12.7,95,96,1.5,PE,1707868480
352,pudozh,61.8084,36.536,-25.4,98,13,2.21,RU,1707868480
353,jahangirabad,33.1153,47.363,12.76,53,78,2.96,IR,1707868481
354,simanggang,1.2376,111.4621,25.05,100,57,0.0,MY,1707868481
355,tikhvin,59.6443,33.5419,-15.47,88,6,4.22,RU,1707868481
356,gonzalez,30.5816,-87.2914,15.31,58,53,2.77,US,1707868342
357,posse,-14.0836,-46.3563,22.57,66,7,3.2,BR,1707868482
358,lebu,-37.61,-73.6559,15.02,85,47,4.83,CL,1707868482
359,ngerengere,-6.6949,37.7809,22.32,97,100,0.43,TZ,1707868483
360,whakatane,-37.9519,176.9946,24.75,73,55,2.68,NZ,1707868483
361,yatou,33.8084,104.3248,-2.97,85,98,3.48,CN,1707868483
